,text,label_num
3010,Hope you're doing well. I wanted to share something that might interest you.,2
3011,let’s go,0
3012,The orientation on sex-positive education will take place this weekend. It’s free for all students.,0
3013,The report on user analytics is ready. Check the shared drive for access and review before our next sync-up.,0
3014,yo,0
3015,You won an iPhone 14! Click here to claim now!,2
3016,Looking for eco-friendly essentials? Explore our curated collection of sustainable products for your home and office.,1
3017,"Join our newsletter and enjoy weekly insights, tools, and premium discounts tailored for working professionals.",1
3018,call me,0
3019,You may find this opportunity relevant to your interests.,2
3020,Congratulations! You've been selected for a $1000 gift card.,2
3021,Thank you for registering for the seminar on digital safety and sexual health. Please bring your ID.,0
3022,The report on user analytics is ready. Check the shared drive for access and review before our next sync-up.,0
3023,Try our AI writing tool for free!,1
3024,Please find the attached pamphlet for our mental health and substance abuse support group. Please bring your ID.,0
3025,Looking for eco-friendly essentials? Explore our curated collection of sustainable products for your home and office.,1
3026,Click to verify and win a PlayStation 5 today.,2
3027,speak later,0
3028,take care,0
3029,Introducing the new ProPlan+ — designed for remote teams who demand performance and security. Get started with a 7-day free trial.,1
3030,good night,0
3031,be right back,0
3032,Level up your coding with our new online course.,1
3033,"Improve your sleep naturally. Our wellness products are backed by science and used by over 100,000 satisfied customers.",1
3034,Click to verify and win a PlayStation 5 today.,2
3035,Please find attached the meeting agenda for tomorrow's quarterly review. Let me know if you have any updates.,0
3036,"Improve your sleep naturally. Our wellness products are backed by science and used by over 100,000 satisfied customers.",1
3037,Introducing the new ProPlan+ — designed for remote teams who demand performance and security. Get started with a 7-day free trial.,1
3038,The drug-free youth awareness program has been rescheduled to next Friday. It’s free for all students.,0
3039,Let me know if you'd like more info. No pressure at all.,2
3040,Level up your coding with our new online course.,1
3041,"Hi team, the deployment has been successfully completed. All systems are live and functioning as expected.",0
3042,Upgrade your workspace with premium chairs today.,1
3043,Get 15% off your next order — limited time!,1
3044,will do,0
3045,msg me,0
3046,Hope you're doing well. I wanted to share something that might interest you.,2
3047,"Sharing access to a useful network, thought you might benefit.",2
3048,Your submission for the scholarship program has been received. We’ll notify you of the results via email.,0
3049,The report on user analytics is ready. Check the shared drive for access and review before our next sync-up.,0
3050,"Join our newsletter and enjoy weekly insights, tools, and premium discounts tailored for working professionals.",1
3051,Get 15% off your next order — limited time!,1
3052,Get 15% off your next order — limited time!,1
3053,Please find attached the meeting agenda for tomorrow's quarterly review. Let me know if you have any updates.,0
3054,talk later,0
3055,Congratulations! You've been selected for a $1000 gift card.,2
3056,"Improve your sleep naturally. Our wellness products are backed by science and used by over 100,000 satisfied customers.",1
3057,Your sexual addiction recovery session is confirmed for tomorrow at 10 AM.,0
3058,Buy 1 get 1 on all summer essentials — shop now!,1
3059,Looking for eco-friendly essentials? Explore our curated collection of sustainable products for your home and office.,1
3060,noted,0
3061,Click to verify and win a PlayStation 5 today.,2
3062,hey there,0
3063,okay sure,0
3064,Hope you're doing well. I wanted to share something that might interest you.,2
3065,The drug-free youth awareness program has been rescheduled to next Friday.,0
3066,The orientation on sex-positive education will take place this weekend.,0
3067,call me,0
3068,Looking for eco-friendly essentials? Explore our curated collection of sustainable products for your home and office.,1
3069,Your submission for the scholarship program has been received. We’ll notify you of the results via email.,0
3070,Looking for eco-friendly essentials? Explore our curated collection of sustainable products for your home and office.,1
3071,Transform your workflow with our integrated project management tools. Thousands of teams already switched.,1
3072,Click to verify and win a PlayStation 5 today.,2
3073,The drug-free youth awareness program has been rescheduled to next Friday. It’s free for all students.,0
3074,"Join our newsletter and enjoy weekly insights, tools, and premium discounts tailored for working professionals.",1
3075,Introducing the new ProPlan+ — designed for remote teams who demand performance and security. Get started with a 7-day free trial.,1
3076,ok bro,0
3077,"Improve your sleep naturally. Our wellness products are backed by science and used by over 100,000 satisfied customers.",1
3078,Get 15% off your next order — limited time!,1
3079,Looking for eco-friendly essentials? Explore our curated collection of sustainable products for your home and office.,1
3080,Let me know if you'd like more info. No pressure at all.,2
3081,Congratulations! You've been selected for a $1000 gift card.,2
3082,let’s go,0
3083,Transform your workflow with our integrated project management tools. Thousands of teams already switched.,1
3084,Hope you're doing well. I wanted to share something that might interest you.,2
3085,hey there,0
3086,"Join our newsletter and enjoy weekly insights, tools, and premium discounts tailored for working professionals.",1
